Province_Name;Kabupaten_Name;Kecamatan_Name;nama_deskel;Tipe;Tipologi;jumlah_prasejahtera;jumlah_sejahtera1;jumlah_sejahtera2;jumlah_sejahtera3;jumlah_sejahtera3plus
JAWA BARAT;KABUPATEN BOGOR;CARIU;KUTAMEKAR;DESA;Persawahan;36;14;12;10;0
JAWA BARAT;KABUPATEN BOGOR;CARIU;MEKARWANGI;DESA;Persawahan;568;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CARIU;SUKAJADI;DESA;Persawahan;125;450;170;220;120
JAWA BARAT;KABUPATEN BOGOR;CARIU;TEGALPANJANG;DESA;Persawahan;323;987;79;57;16
JAWA BARAT;KABUPATEN BOGOR;CIAMPEA;BENTENG;DESA;Perindustrian/Jasa;350;25;50;125;150
JAWA BARAT;KABUPATEN BOGOR;CIAMPEA;BOJONGJENGKOL;DESA;Perindustrian/Jasa;709;830;515;503;258
JAWA BARAT;KABUPATEN BOGOR;CIAMPEA;BOJONGRANGKAS;DESA;Perindustrian/Jasa;843;828;643;302;0
JAWA BARAT;KABUPATEN BOGOR;CIAMPEA;CIAMPEA;DESA;Perindustrian/Jasa;429;1800;1100;362;0
JAWA BARAT;KABUPATEN BOGOR;CIAMPEA;CIAMPEA UDIK;DESA;Perindustrian/Jasa;53;2165;102;60;40
JAWA BARAT;KABUPATEN BOGOR;CIAMPEA;CIBADAK;DESA;Perindustrian/Jasa;1101;220;912;410;510
JAWA BARAT;KABUPATEN BOGOR;CIAMPEA;CIBANTENG;DESA;Perindustrian/Jasa;192;5608;342;285;0
JAWA BARAT;KABUPATEN BOGOR;CIAMPEA;CIBUNTU;DESA;Perladangan;1211;776;346;178;35
JAWA BARAT;KABUPATEN BOGOR;CIAMPEA;CICADAS;DESA;Perladangan;933;1046;868;797;326
JAWA BARAT;KABUPATEN BOGOR;CIAMPEA;CIHIDEUNGHILIR;DESA;Perindustrian/Jasa;251;355;401;990;1151
JAWA BARAT;KABUPATEN BOGOR;CIAMPEA;CIHIDEUNGUDIK;DESA;Persawahan;543;1300;950;650;158
JAWA BARAT;KABUPATEN BOGOR;CIAMPEA;CINANGKA;DESA;Persawahan;280;850;1031;1443;620
JAWA BARAT;KABUPATEN BOGOR;CIAMPEA;TEGALWARU;DESA;Persawahan;548;250;113;150;60
JAWA BARAT;KABUPATEN BOGOR;CIAWI;BANJAR WANGI;DESA;Perindustrian/Jasa;213;176;36;0;0
JAWA BARAT;KABUPATEN BOGOR;CIAWI;BANJAR WARU;DESA;Perindustrian/Jasa;275;998;647;323;215
JAWA BARAT;KABUPATEN BOGOR;CIAWI;BANTARSARI;DESA;Perindustrian/Jasa;770;623;362;270;28
JAWA BARAT;KABUPATEN BOGOR;CIAWI;BENDUNGAN;DESA;Perindustrian/Jasa;141;882;1255;374;108
JAWA BARAT;KABUPATEN BOGOR;CIAWI;BITUNGSARI;DESA;Perindustrian/Jasa;500;300;400;100;15
JAWA BARAT;KABUPATEN BOGOR;CIAWI;BOJONG MURNI;DESA;Perladangan;430;425;474;155;128
JAWA BARAT;KABUPATEN BOGOR;CIAWI;CIAWI;DESA;Perindustrian/Jasa;292;50;128;1326;300
JAWA BARAT;KABUPATEN BOGOR;CIAWI;CIBEDUG;DESA;Persawahan;830;675;335;281;50
JAWA BARAT;KABUPATEN BOGOR;CIAWI;CILEUNGSI;DESA;Persawahan;896;402;4;94;0
JAWA BARAT;KABUPATEN BOGOR;CIAWI;JAMBULUWUK;DESA;Perladangan;365;563;321;270;48
JAWA BARAT;KABUPATEN BOGOR;CIAWI;TELUKPINANG;DESA;Perindustrian/Jasa;294;791;864;371;235
JAWA BARAT;KABUPATEN BOGOR;CIBINONG;CIRIMEKAR;KELURAHAN;Perindustrian/Jasa;32;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CIBINONG;NANGGEWER;KELURAHAN;Perindustrian/Jasa;7485;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CIBINONG;NANGGEWER MEKAR;KELURAHAN;Perindustrian/Jasa;100;200;500;427;3000
JAWA BARAT;KABUPATEN BOGOR;CIBINONG;PAKANSARI;KELURAHAN;Perindustrian/Jasa;38;791;1276;4646;171
JAWA BARAT;KABUPATEN BOGOR;CIBINONG;TENGAH;KELURAHAN;Perindustrian/Jasa;532;1250;1587;1450;1250
JAWA BARAT;KABUPATEN BOGOR;CIBUNGBULANG;CEMPLANG;DESA;Perindustrian/Jasa;1425;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CIBUNGBULANG;CIARUTEUN ILIR;DESA;Perladangan;910;1230;1002;350;138
JAWA BARAT;KABUPATEN BOGOR;CIBUNGBULANG;CIBATOK I;DESA;Persawahan;699;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CIBUNGBULANG;CIBATOK II;DESA;Perladangan;468;274;232;228;4
JAWA BARAT;KABUPATEN BOGOR;CIBUNGBULANG;CIJUJUNG;DESA;Perladangan;580;380;10;5;3
JAWA BARAT;KABUPATEN BOGOR;CIBUNGBULANG;CIMANGGU I;DESA;Persawahan;874;1926;645;39;20
JAWA BARAT;KABUPATEN BOGOR;CIBUNGBULANG;CIMANGGU II;DESA;Perindustrian/Jasa;225;465;976;624;135
JAWA BARAT;KABUPATEN BOGOR;CIBUNGBULANG;DUKUH;DESA;Perladangan;1326;170;106;105;10
JAWA BARAT;KABUPATEN BOGOR;CIBUNGBULANG;GALUGA;DESA;Persawahan;1884;68;28;20;7
JAWA BARAT;KABUPATEN BOGOR;CIBUNGBULANG;GIRIMULYA;DESA;Perindustrian/Jasa;218;1000;908;800;0
JAWA BARAT;KABUPATEN BOGOR;CIBUNGBULANG;LEUWI KOLOT;DESA;Perindustrian/Jasa;1201;380;413;233;265
JAWA BARAT;KABUPATEN BOGOR;CIBUNGBULANG;SITU ILIR;DESA;Persawahan;135;1538;849;577;0
JAWA BARAT;KABUPATEN BOGOR;CIBUNGBULANG;SITU UDIK;DESA;Persawahan;1041;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CIBUNGBULANG;SUKAMAJU;DESA;Persawahan;70;82;71;54;45
JAWA BARAT;KABUPATEN BOGOR;CIGOMBONG;CIADEG;DESA;Persawahan;632;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CIGOMBONG;CIBURAYUT;DESA;Persawahan;475;1145;189;71;7
JAWA BARAT;KABUPATEN BOGOR;CIGOMBONG;CIBURUY;DESA;Persawahan;1242;1441;665;67;89
JAWA BARAT;KABUPATEN BOGOR;CIGOMBONG;CIGOMBONG;DESA;Perindustrian/Jasa;497;10006;171;29;4
JAWA BARAT;KABUPATEN BOGOR;CIGOMBONG;CISALADA;DESA;Persawahan;650;900;1200;230;560
JAWA BARAT;KABUPATEN BOGOR;CIGOMBONG;PASIRJAYA;DESA;Persawahan;408;654;646;27;0
JAWA BARAT;KABUPATEN BOGOR;CIGOMBONG;SROGOL;DESA;Perindustrian/Jasa;595;518;487;370;50
JAWA BARAT;KABUPATEN BOGOR;CIGOMBONG;TUGUJAYA;DESA;Persawahan;521;1616;1216;768;55
JAWA BARAT;KABUPATEN BOGOR;CIGOMBONG;WATESJAYA;DESA;Perladangan;0;154;1055;636;0
JAWA BARAT;KABUPATEN BOGOR;CIGUDEG;ARGAPURA;DESA;Persawahan;321;1995;1085;570;11
JAWA BARAT;KABUPATEN BOGOR;CIGUDEG;BANGUNJAYA;DESA;Persawahan;1120;180;225;349;529
JAWA BARAT;KABUPATEN BOGOR;CIGUDEG;BANYUASIH;DESA;Persawahan;945;27;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CIGUDEG;BANYURESMI;DESA;Persawahan;354;287;244;274;0
JAWA BARAT;KABUPATEN BOGOR;CIGUDEG;BANYUWANGI;DESA;Persawahan;1050;238;434;13;7
JAWA BARAT;KABUPATEN BOGOR;CIGUDEG;BATUJAJAR;DESA;Persawahan;612;214;2085;211;0
JAWA BARAT;KABUPATEN BOGOR;CIGUDEG;BUNAR;DESA;Perindustrian/Jasa;0;553;553;553;553
JAWA BARAT;KABUPATEN BOGOR;CIGUDEG;CIGUDEG;DESA;Perindustrian/Jasa;125;1010;1200;1000;700
JAWA BARAT;KABUPATEN BOGOR;CIGUDEG;CINTAMANIK;DESA;Persawahan;1253;3525;87;0;0
JAWA BARAT;KABUPATEN BOGOR;CIGUDEG;MEKARJAYA;DESA;Perindustrian/Jasa;530;50;50;50;50
JAWA BARAT;KABUPATEN BOGOR;CIGUDEG;RENGASJAJAR;DESA;Perindustrian/Jasa;1242;1330;785;425;132
JAWA BARAT;KABUPATEN BOGOR;CIGUDEG;SUKAMAJU;DESA;Persawahan;1623;838;102;82;5
JAWA BARAT;KABUPATEN BOGOR;CIGUDEG;SUKARAKSA;DESA;Persawahan;569;890;520;345;186
JAWA BARAT;KABUPATEN BOGOR;CIGUDEG;TEGALEGA;DESA;Persawahan;536;430;323;197;78
JAWA BARAT;KABUPATEN BOGOR;CIGUDEG;WARGAJAYA;DESA;Persawahan;150;1567;876;234;5
JAWA BARAT;KABUPATEN BOGOR;CIJERUK;CIBALUNG;DESA;Persawahan;347;35;55;163;0
JAWA BARAT;KABUPATEN BOGOR;CIJERUK;CIJERUK;DESA;Persawahan;960;420;235;260;500
JAWA BARAT;KABUPATEN BOGOR;CIJERUK;CIPELANG;DESA;Persawahan;931;1320;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CIJERUK;CIPICUNG;DESA;Perladangan;711;1250;538;631;419
JAWA BARAT;KABUPATEN BOGOR;CIJERUK;PALASARI;DESA;Perindustrian/Jasa;371;1820;300;0;0
JAWA BARAT;KABUPATEN BOGOR;CIJERUK;SUKAHARJA;DESA;Persawahan;603;2150;1302;310;121
JAWA BARAT;KABUPATEN BOGOR;CIJERUK;TAJUR HALANG;DESA;Perladangan;840;1402;715;1397;328
JAWA BARAT;KABUPATEN BOGOR;CIJERUK;TANJUNGSARI;DESA;Persawahan;515;429;545;162;60
JAWA BARAT;KABUPATEN BOGOR;CIJERUK;WARUNG MENTENG;DESA;Persawahan;222;702;760;212;98
JAWA BARAT;KABUPATEN BOGOR;CILEUNGSI;CILEUNGSI;DESA;Perindustrian/Jasa;507;2226;4101;1023;356
JAWA BARAT;KABUPATEN BOGOR;CILEUNGSI;CILEUNGSI KIDUL;DESA;Perindustrian/Jasa;250;65;85;915;100
JAWA BARAT;KABUPATEN BOGOR;CILEUNGSI;CIPENJO;DESA;Perindustrian/Jasa;60;1581;11065;2107;150
JAWA BARAT;KABUPATEN BOGOR;CILEUNGSI;CIPEUCANG;DESA;Persawahan;400;1451;572;271;203
JAWA BARAT;KABUPATEN BOGOR;CILEUNGSI;DAYEUH;DESA;Perindustrian/Jasa;119;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CILEUNGSI;GANDOANG;DESA;Persawahan;574;1542;1429;1042;329
JAWA BARAT;KABUPATEN BOGOR;CILEUNGSI;JATISARI;DESA;Persawahan;624;684;673;598;110
JAWA BARAT;KABUPATEN BOGOR;CILEUNGSI;LIMUSNUNGGAL;DESA;Perindustrian/Jasa;554;5042;3564;1086;691
JAWA BARAT;KABUPATEN BOGOR;CILEUNGSI;MAMPIR;DESA;Persawahan;525;765;1240;1213;0
JAWA BARAT;KABUPATEN BOGOR;CILEUNGSI;MEKARSARI;DESA;Perindustrian/Jasa;110;500;1000;1000;282
JAWA BARAT;KABUPATEN BOGOR;CILEUNGSI;PASIRANGIN;DESA;Perindustrian/Jasa;100;4231;5123;2643;0
JAWA BARAT;KABUPATEN BOGOR;CILEUNGSI;SITUSARI;DESA;Persawahan;535;715;325;400;125
JAWA BARAT;KABUPATEN BOGOR;CIOMAS;CIAPAUS;DESA;Perindustrian/Jasa;621;914;956;950;750
JAWA BARAT;KABUPATEN BOGOR;CIOMAS;CIOMAS;DESA;Perindustrian/Jasa;1570;3050;807;0;0
JAWA BARAT;KABUPATEN BOGOR;CIOMAS;CIOMAS RAHAYU;DESA;Perindustrian/Jasa;406;1912;1025;607;26
JAWA BARAT;KABUPATEN BOGOR;CIOMAS;KOTA BATU;DESA;Perindustrian/Jasa;750;3120;2405;1050;6010
JAWA BARAT;KABUPATEN BOGOR;CIOMAS;LALADON;DESA;Perindustrian/Jasa;116;972;1250;326;333
JAWA BARAT;KABUPATEN BOGOR;CIOMAS;MEKARJAYA;DESA;Perindustrian/Jasa;110;47;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CIOMAS;PADASUKA;KELURAHAN;Perindustrian/Jasa;80;454;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CIOMAS;PAGELARAN;DESA;Perindustrian/Jasa;3244;952;703;566;255
JAWA BARAT;KABUPATEN BOGOR;CIOMAS;PARAKAN;DESA;Perindustrian/Jasa;2441;700;757;1136;192
JAWA BARAT;KABUPATEN BOGOR;CIOMAS;SUKAHARJA;DESA;Persawahan;2315;364;900;75;0
JAWA BARAT;KABUPATEN BOGOR;CIOMAS;SUKAMAKMUR;DESA;Perindustrian/Jasa;248;2466;200;5;0
JAWA BARAT;KABUPATEN BOGOR;CISARUA;BATULAYANG;DESA;Perladangan;416;1258;1121;14;1
JAWA BARAT;KABUPATEN BOGOR;CISARUA;CIBEUREUM;DESA;Perindustrian/Jasa;4035;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CISARUA;CILEMBER;DESA;Persawahan;761;945;552;367;111
JAWA BARAT;KABUPATEN BOGOR;CISARUA;CISARUA;DESA;Persawahan;133;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CISARUA;CITEKO;DESA;Perindustrian/Jasa;1589;567;345;454;230
JAWA BARAT;KABUPATEN BOGOR;CISARUA;JOGJOGAN;DESA;Perladangan;144;774;423;147;26
JAWA BARAT;KABUPATEN BOGOR;CISARUA;KOPO;DESA;Perindustrian/Jasa;1660;898;227;239;331
JAWA BARAT;KABUPATEN BOGOR;CISARUA;LEUWIMALANG;DESA;Perindustrian/Jasa;1500;500;2;5;1
JAWA BARAT;KABUPATEN BOGOR;CISARUA;TUGU SELATAN;DESA;Perindustrian/Jasa;286;1011;2685;679;415
JAWA BARAT;KABUPATEN BOGOR;CISARUA;TUGU UTARA;DESA;Perladangan;20;1810;517;573;336
JAWA BARAT;KABUPATEN BOGOR;CISEENG;BABAKAN;DESA;Perladangan;1065;1025;989;695;351
JAWA BARAT;KABUPATEN BOGOR;CISEENG;CIBENTANG;DESA;Perladangan;222;1090;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CISEENG;CIBEUTEUNG MUARA;DESA;Perladangan;1500;500;250;20;20
JAWA BARAT;KABUPATEN BOGOR;CISEENG;CIBEUTEUNG UDIK;DESA;Perladangan;679;1148;922;329;122
JAWA BARAT;KABUPATEN BOGOR;CISEENG;CIHOE;DESA;Persawahan;233;1200;16;150;250
JAWA BARAT;KABUPATEN BOGOR;CISEENG;CISEENG;DESA;Perladangan;44;400;165;70;0
JAWA BARAT;KABUPATEN BOGOR;CISEENG;KARIHKIL;DESA;Perladangan;1627;229;333;121;67
JAWA BARAT;KABUPATEN BOGOR;CISEENG;KURIPAN;DESA;Perladangan;510;300;200;251;254
JAWA BARAT;KABUPATEN BOGOR;CISEENG;PARIGI MEKAR;DESA;Perladangan;874;1243;251;157;94
JAWA BARAT;KABUPATEN BOGOR;CISEENG;PUTAT NUTUG;DESA;Perladangan;468;1475;545;685;0
JAWA BARAT;KABUPATEN BOGOR;CITEUREUP;CITEUREUP;DESA;Perindustrian/Jasa;149;214;1240;1579;400
JAWA BARAT;KABUPATEN BOGOR;CITEUREUP;GUNUNGSARI;DESA;Perindustrian/Jasa;1304;1050;700;350;3404
JAWA BARAT;KABUPATEN BOGOR;CITEUREUP;HAMBALANG;DESA;Persawahan;869;1294;857;154;120
JAWA BARAT;KABUPATEN BOGOR;CITEUREUP;KARANG ASEM BARAT;KELURAHAN;Perindustrian/Jasa;3620;820;87;794;280
JAWA BARAT;KABUPATEN BOGOR;CITEUREUP;KARANG ASEM TIMUR;DESA;Perindustrian/Jasa;2800;2800;950;810;710
JAWA BARAT;KABUPATEN BOGOR;CITEUREUP;LEUWINUTUNG;DESA;Perindustrian/Jasa;511;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CITEUREUP;PASIR MUKTI;DESA;Perindustrian/Jasa;800;1680;800;650;315
JAWA BARAT;KABUPATEN BOGOR;CITEUREUP;PUSPANEGARA;KELURAHAN;Perindustrian/Jasa;455;768;2329;1247;102
JAWA BARAT;KABUPATEN BOGOR;CITEUREUP;PUSPASARI;DESA;Perindustrian/Jasa;1115;1038;907;769;294
JAWA BARAT;KABUPATEN BOGOR;CITEUREUP;SANJA;DESA;Perindustrian/Jasa;162;260;1294;1200;1000
JAWA BARAT;KABUPATEN BOGOR;CITEUREUP;SUKAHATI;DESA;Perindustrian/Jasa;662;1327;1177;232;16
JAWA BARAT;KABUPATEN BOGOR;CITEUREUP;TAJUR;DESA;Perladangan;600;16;121;98;365
JAWA BARAT;KABUPATEN BOGOR;CITEUREUP;TANGKIL;DESA;Perladangan;74;27;0;0;0
JAWA BARAT;KABUPATEN BOGOR;CITEUREUP;TARIKOLOT;DESA;Perindustrian/Jasa;432;1496;3241;786;0
JAWA BARAT;KABUPATEN BOGOR;DRAMAGA;BABAKAN;DESA;Perindustrian/Jasa;79;763;682;594;415
JAWA BARAT;KABUPATEN BOGOR;DRAMAGA;CIHERANG;DESA;Perindustrian/Jasa;1824;1429;1133;394;149
JAWA BARAT;KABUPATEN BOGOR;DRAMAGA;CIKARAWANG;DESA;Perladangan;205;1350;575;454;148
JAWA BARAT;KABUPATEN BOGOR;DRAMAGA;DRAMAGA;DESA;Perindustrian/Jasa;478;2734;600;189;113
JAWA BARAT;KABUPATEN BOGOR;DRAMAGA;NEGLASARI;DESA;Perladangan;215;655;725;656;201
JAWA BARAT;KABUPATEN BOGOR;DRAMAGA;PETIR;DESA;Perladangan;830;439;830;95;24
JAWA BARAT;KABUPATEN BOGOR;DRAMAGA;PURWASARI;DESA;Persawahan;521;425;112;82;67
JAWA BARAT;KABUPATEN BOGOR;DRAMAGA;SINARSARI;DESA;Perladangan;292;1158;859;390;232
JAWA BARAT;KABUPATEN BOGOR;DRAMAGA;SUKADAMAI;DESA;Persawahan;501;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;DRAMAGA;SUKAWENING;DESA;Perladangan;376;1443;485;181;117
JAWA BARAT;KABUPATEN BOGOR;GUNUNG PUTRI;BOJONG KULUR;DESA;Perindustrian/Jasa;34;9780;1840;761;150
JAWA BARAT;KABUPATEN BOGOR;GUNUNG PUTRI;BOJONG NANGKA;DESA;Perindustrian/Jasa;62;1722;4896;1075;597
JAWA BARAT;KABUPATEN BOGOR;GUNUNG PUTRI;CIANGSANA;DESA;Perindustrian/Jasa;129;8000;572;0;0
JAWA BARAT;KABUPATEN BOGOR;GUNUNG PUTRI;CICADAS;DESA;Perindustrian/Jasa;0;84;2372;7573;6694
JAWA BARAT;KABUPATEN BOGOR;GUNUNG PUTRI;CIKEAS UDIK;DESA;Perindustrian/Jasa;107;1089;3595;1481;1824
JAWA BARAT;KABUPATEN BOGOR;GUNUNG PUTRI;GUNUNG PUTRI;DESA;Perindustrian/Jasa;1550;867;155;65;55
JAWA BARAT;KABUPATEN BOGOR;GUNUNG PUTRI;KARANGGAN;DESA;Perindustrian/Jasa;230;2678;4567;7658;1600
JAWA BARAT;KABUPATEN BOGOR;GUNUNG PUTRI;NAGRAK;DESA;Perindustrian/Jasa;28;1078;4084;800;320
JAWA BARAT;KABUPATEN BOGOR;GUNUNG PUTRI;TLAJUNG UDIK;DESA;Perindustrian/Jasa;191;8672;4215;2974;1298
JAWA BARAT;KABUPATEN BOGOR;GUNUNG PUTRI;WANAHERANG;DESA;Perindustrian/Jasa;235;2798;4571;4215;987
JAWA BARAT;KABUPATEN BOGOR;GUNUNG SINDUR;CIBADUNG;DESA;Perladangan;489;516;661;769;462
JAWA BARAT;KABUPATEN BOGOR;GUNUNG SINDUR;CIBINONG;DESA;Perladangan;268;1867;1146;751;674
JAWA BARAT;KABUPATEN BOGOR;GUNUNG SINDUR;CIDOKOM;DESA;Perladangan;117;827;727;727;153
JAWA BARAT;KABUPATEN BOGOR;GUNUNG SINDUR;CURUG;DESA;Perladangan;77;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;GUNUNG SINDUR;GUNUNGSINDUR;DESA;Perladangan;350;768;345;321;115
JAWA BARAT;KABUPATEN BOGOR;GUNUNG SINDUR;JAMPANG;DESA;Persawahan;298;262;273;239;0
JAWA BARAT;KABUPATEN BOGOR;GUNUNG SINDUR;PABUARAN;DESA;Perindustrian/Jasa;740;1043;934;346;289
JAWA BARAT;KABUPATEN BOGOR;GUNUNG SINDUR;PADURENAN;DESA;Perindustrian/Jasa;1600;101;85;45;32
JAWA BARAT;KABUPATEN BOGOR;GUNUNG SINDUR;PENGASINAN;DESA;Perladangan;494;532;1065;710;887
JAWA BARAT;KABUPATEN BOGOR;GUNUNG SINDUR;RAWAKALONG;DESA;Perindustrian/Jasa;213;2763;1246;1984;329
JAWA BARAT;KABUPATEN BOGOR;JASINGA;BAGOANG;DESA;Perladangan;493;510;413;567;889
JAWA BARAT;KABUPATEN BOGOR;JASINGA;BARENGKOK;DESA;Persawahan;1190;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;JASINGA;CIKOPOMAYAK;DESA;Persawahan;692;200;320;245;258
JAWA BARAT;KABUPATEN BOGOR;JASINGA;CURUG;DESA;Persawahan;800;30;110;200;180
JAWA BARAT;KABUPATEN BOGOR;JASINGA;JASINGA;DESA;Perindustrian/Jasa;481;351;248;281;132
JAWA BARAT;KABUPATEN BOGOR;JASINGA;JUGALA JAYA;DESA;Persawahan;520;256;354;341;403
JAWA BARAT;KABUPATEN BOGOR;JASINGA;KOLEANG;DESA;Persawahan;709;289;287;246;288
JAWA BARAT;KABUPATEN BOGOR;JASINGA;NEGLASARI;DESA;Persawahan;2;176;294;420;2
JAWA BARAT;KABUPATEN BOGOR;JASINGA;PAMAGERSARI;DESA;Perindustrian/Jasa;0;588;613;0;0
JAWA BARAT;KABUPATEN BOGOR;JASINGA;PANGAUR;DESA;Persawahan;552;105;105;210;420
JAWA BARAT;KABUPATEN BOGOR;JASINGA;PANGRADIN;DESA;Persawahan;781;645;572;152;22
JAWA BARAT;KABUPATEN BOGOR;JASINGA;SETU;DESA;Perindustrian/Jasa;585;821;117;93;0
JAWA BARAT;KABUPATEN BOGOR;JASINGA;SIPAK;DESA;Persawahan;2233;664;330;55;23
JAWA BARAT;KABUPATEN BOGOR;JASINGA;TEGALWANGI;DESA;Persawahan;42;758;1118;108;50
JAWA BARAT;KABUPATEN BOGOR;JASINGA;WIRAJAYA;DESA;Persawahan;1270;25;1;0;0
JAWA BARAT;KABUPATEN BOGOR;JONGGOL;BALEKAMBANG;DESA;Persawahan;598;1950;351;15;0
JAWA BARAT;KABUPATEN BOGOR;JONGGOL;BENDUNGAN;DESA;Persawahan;434;687;529;360;0
JAWA BARAT;KABUPATEN BOGOR;JONGGOL;CIBODAS;DESA;Persawahan;300;466;542;193;29
JAWA BARAT;KABUPATEN BOGOR;JONGGOL;JONGGOL;DESA;Perindustrian/Jasa;1127;1231;1086;315;500
JAWA BARAT;KABUPATEN BOGOR;JONGGOL;SINGA JAYA;DESA;Persawahan;1642;574;492;328;248
JAWA BARAT;KABUPATEN BOGOR;JONGGOL;SINGASARI;DESA;Persawahan;2550;1165;1124;412;398
JAWA BARAT;KABUPATEN BOGOR;JONGGOL;SIRNAGALIH;DESA;Persawahan;300;670;500;400;0
JAWA BARAT;KABUPATEN BOGOR;JONGGOL;SUKAGALIH;DESA;Persawahan;250;50;250;350;0
JAWA BARAT;KABUPATEN BOGOR;JONGGOL;SUKAJAYA;DESA;Persawahan;744;422;272;196;175
JAWA BARAT;KABUPATEN BOGOR;JONGGOL;SUKAMAJU;DESA;Perindustrian/Jasa;3221;543;201;195;322
JAWA BARAT;KABUPATEN BOGOR;JONGGOL;SUKAMANAH;DESA;Persawahan;311;513;111;15;0
JAWA BARAT;KABUPATEN BOGOR;JONGGOL;SUKANEGARA;DESA;Persawahan;819;789;110;0;0
JAWA BARAT;KABUPATEN BOGOR;JONGGOL;SUKASIRNA;DESA;Persawahan;2014;1847;234;4;0
JAWA BARAT;KABUPATEN BOGOR;JONGGOL;WENINGGALIH;DESA;Persawahan;248;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;KEMANG;ATANG SENJAYA;KELURAHAN;Perindustrian/Jasa;0;48;90;750;221
JAWA BARAT;KABUPATEN BOGOR;KEMANG;BOJONG;DESA;Perladangan;474;284;248;320;66
JAWA BARAT;KABUPATEN BOGOR;KEMANG;JAMPANG;DESA;Perindustrian/Jasa;675;873;323;998;437
JAWA BARAT;KABUPATEN BOGOR;KEMANG;KEMANG;DESA;Perladangan;1167;118;98;5;2
JAWA BARAT;KABUPATEN BOGOR;KEMANG;PARAKANJAYA;DESA;Perladangan;479;615;1230;726;25
JAWA BARAT;KABUPATEN BOGOR;KEMANG;PONDOK UDIK;DESA;Perladangan;321;223;30;15;0
JAWA BARAT;KABUPATEN BOGOR;KEMANG;SEMPLAK BARAT;DESA;Perindustrian/Jasa;183;329;457;263;189
JAWA BARAT;KABUPATEN BOGOR;KEMANG;TEGAL;DESA;Perladangan;310;2205;1817;1299;934
JAWA BARAT;KABUPATEN BOGOR;KLAPANUNGGAL;BANTAR JATI;DESA;Persawahan;113;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;KLAPANUNGGAL;BOJONG;DESA;Persawahan;352;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;KLAPANUNGGAL;CIKAHURIPAN;DESA;Persawahan;650;750;786;800;845
JAWA BARAT;KABUPATEN BOGOR;KLAPANUNGGAL;KEMBANG KUNING;DESA;Perindustrian/Jasa;5;1005;1245;1315;1333
JAWA BARAT;KABUPATEN BOGOR;KLAPANUNGGAL;KLAPANUNGGAL;DESA;Perindustrian/Jasa;130;55;332;1027;1027
JAWA BARAT;KABUPATEN BOGOR;KLAPANUNGGAL;LEUWIKARET;DESA;Persawahan;1075;544;0;0;0
JAWA BARAT;KABUPATEN BOGOR;KLAPANUNGGAL;LIGARMUKTI;DESA;Persawahan;160;696;283;27;0
JAWA BARAT;KABUPATEN BOGOR;KLAPANUNGGAL;LULUT;DESA;Perindustrian/Jasa;2930;520;240;145;104
JAWA BARAT;KABUPATEN BOGOR;KLAPANUNGGAL;NAMBO;DESA;Persawahan;231;361;615;481;249
JAWA BARAT;KABUPATEN BOGOR;LEUWISADENG;BABAKAN SADENG;DESA;Perindustrian/Jasa;649;1100;560;201;52
JAWA BARAT;KABUPATEN BOGOR;LEUWISADENG;KALONG II;DESA;Perindustrian/Jasa;1830;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;LEUWISADENG;LEUWISADENG;DESA;Perindustrian/Jasa;328;713;2238;0;0
JAWA BARAT;KABUPATEN BOGOR;LEUWISADENG;SADENG;DESA;Perladangan;945;780;790;643;0
JAWA BARAT;KABUPATEN BOGOR;LEUWISADENG;SADENG KOLOT;DESA;Perindustrian/Jasa;1397;251;349;377;420
JAWA BARAT;KABUPATEN BOGOR;LEUWISADENG;SIBANTENG;DESA;Persawahan;1450;570;375;204;148
JAWA BARAT;KABUPATEN BOGOR;LEUWISADENG;WANGUNJAYA;DESA;Persawahan;897;258;453;382;202
JAWA BARAT;KABUPATEN BOGOR;MEGAMENDUNG;CIPAYUNG;DESA;Perindustrian/Jasa;827;0;0;0;0
JAWA BARAT;KABUPATEN BOGOR;MEGAMENDUNG;CIPAYUNG GIRANG;DESA;Perindustrian/Jasa;1267;536;367;329;253
